Time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
1660692848.430547,-33402.89394889998,-35263.766081782116,-43712.32315448799,-37600.30568841764,-37687.3433813266,-37773.79992887973,-43438.42487793266,187500.0
1660692848.430556,-33381.41392247843,-35348.92622815684,-44014.11640812355,-37659.15783156846,-37658.46492749035,-37643.71277614984,-43353.644711213674,187500.0
1660692848.430565,-33053.089148174426,-35403.3080224166,-43948.446982913854,-37749.83885882364,-37711.68443103843,-37644.42803197241,-43266.42820434907,187500.0
1660692848.4305742,-34017.276348743006,-35345.260542066164,-43722.716715659706,-37602.987897752275,-37566.509850801216,-37573.99768519374,-42670.68715938177,187500.0
1660692848.4305832,-33552.56122977272,-35148.58754260392,-43818.002202272684,-37495.29719296661,-37459.22147741574,-37552.160030860905,-43154.66948207253,187500.0
1660692848.4305923,-32968.085464010896,-35095.36803905583,-43690.88783155535,-37472.58782060001,-37434.20987537025,-37551.17655410487,-43862.28100803864,187500.0
1660692848.4306018,-33363.823099592104,-34804.08010531427,-43374.94592367958,-37488.77048358566,-37523.32628051356,-37651.580590198115,-43725.46598022771,187500.0
1660692848.430611,-32947.723024812105,-34562.59185821913,-43088.95535337393,-37784.59582145164,-37817.38583056758,-37912.336041013725,-43757.33956782098,187500.0
1660692848.43062,-33046.40597658229,-34225.84047625548,-42929.40860145195,-37848.90179024956,-37837.56945581072,-37910.43614273502,-43790.21898391473,187500.0
1660692848.430629,-33748.92130481259,-34524.83976183412,-43507.78234097747,-37420.97764265271,-37393.7755696506,-37428.26431134514,-43393.49787157749,187500.0
1660692848.43064,-33428.55375153467,-35599.64574571201,-44030.18731238691,-37083.488653122025,-37055.19134464161,-37085.81323454538,-43013.339401881625,187500.0
1660692848.4306495,-32967.861946566336,-35575.72937914483,-43966.37308196701,-37104.052258020914,-37088.2048712021,-37121.240749507044,-43030.93022476795,187500.0
1660692848.4306586,-33186.99844920617,-35223.53294176256,-43768.80601272655,-37203.048134213466,-37172.2250786096,-37153.2707993115,-42973.17331709544,187500.0
1660692848.430668,-33014.73355468912,-35183.053932554,-43470.544334714934,-37301.35110632791,-37277.077111849445,-37223.522332134526,-42967.98771238181,187500.0
1660692848.4306767,-32929.975739714595,-35380.777464005645,-43449.89132283823,-37261.296780264,-37239.70499512017,-37194.39800910926,-42790.55956489558,187500.0
1660692848.430686,-33508.28242400676,-35162.78090033304,-43561.89591430377,-37210.938300006186,-37199.38244812279,-37200.70120104566,-42437.49140947955,187500.0
1660692848.4306953,-32901.030230644974,-34826.968291636505,-43191.952191823984,-37350.25672319612,-37381.43740671127,-37340.35490040242,-42998.40843658548,187500.0
1660692848.430704,-32537.76967975732,-34369.24926868072,-43164.10191823267,-37338.790278290544,-37357.52104014409,-37402.11277033243,-43213.87925313464,187500.0
1660692848.4307132,-32659.229059127458,-34545.2022010329,-43241.528361025856,-37219.051983243466,-37149.80627892092,-37220.21427395514,-42826.36705951298,187500.0
1660692848.4307227,-32890.39080028424,-34437.73501369179,-42902.38534240548,-37135.568217702894,-37061.91921972266,-37061.606295300284,-43159.229237941414,187500.0
1660692848.4307318,-32622.192218565015,-34391.846882325044,-42831.41855375988,-37115.69751688212,-37049.2457806165,-37004.45288472806,-43252.88304720915,187500.0
1660692848.4307408,-32599.25932875387,-34278.16591002535,-43041.68141385096,-37084.31566766687,-37023.38481228171,-37030.649129229685,-42922.47956067081,187500.0
1660692848.43075,-32769.57962150331,-34240.6820345738,-43233.39232604412,-36963.951523775046,-36921.84083722125,-36943.678491554085,-42703.41011326434,187500.0
1660692848.4307587,-32853.622180655264,-34956.63076122174,-43423.06922949186,-36595.55007166268,-36558.44617586686,-36571.901926028964,-42557.117945804355,187500.0
1660692848.430768,-32599.68401189852,-34912.329603711325,-43146.7346127909,-36672.32831386665,-36638.376014039044,-36681.47017734888,-42670.508345426126,187500.0
1660692848.4307773,-32671.254297644413,-34610.603405309135,-42935.041241054685,-36825.14719070759,-36789.89848970157,-36827.38236515312,-42778.08729148952,187500.0
1660692848.4307864,-32590.810369349765,-34354.854745251505,-42821.315565266086,-36903.266537578886,-36889.11788333868,-36920.387973831654,-42816.86756811948,187500.0
1660692848.4307957,-32665.666361530588,-34365.40476863441,-43015.37341062706,-36979.888317571684,-36942.270331653395,-36943.09734619824,-42499.092817198376,187500.0
1660692848.4308045,-32799.41920035114,-34537.69201489592,-43079.746434658344,-36922.33257559926,-36879.707798922995,-36836.39011816861,-42072.5321260133,187500.0
1660692848.4308136,-32635.290340815827,-34543.99520683232,-42980.45998578787,-36712.36028818611,-36675.94929646842,-36654.98336016934,-42489.48156708259,187500.0
1660692848.4308228,-32239.083318601053,-34426.380327508494,-42686.33338050049,-36891.01778161738,-36858.49599343491,-36882.32295302427,-42488.74395951557,187500.0
1660692848.430832,-32022.986653207143,-34222.91239773183,-42654.25862720712,-36948.573523589796,-36918.711592997504,-36959.816451050814,-42622.18387391375,187500.0
1660692848.4308426,-32120.194389843273,-34327.29504433811,-42728.175846120816,-36743.16099204552,-36704.514825882296,-36727.42536394899,-42850.12696386898,187500.0
1660692848.4308517,-32181.37111441745,-34590.4644835549,-42985.77970096823,-36624.272063287746,-36547.650283294955,-36568.191536449376,-42694.201194548754,187500.0
1660692848.430861,-32312.173522969908,-34444.77581319521,-42944.07134581463,-36603.082609544115,-36548.23142865079,-36547.918504228415,-42463.53119176998,187500.0
1660692848.4308703,-32284.14443542295,-34328.591445516526,-42784.457538659284,-36621.455743486375,-36608.82700786913,-36622.170999308946,-42462.7712324585,187500.0
1660692848.430879,-32034.90013300182,-34060.6387329863,-42713.04371512458,-36761.489422498875,-36714.0143172758,-36660.615999772075,-42622.45209484722,187500.0
1660692848.4308884,-32071.221717741697,-34030.37447099382,-42692.63657243688,-36689.472101863874,-36630.754069179784,-36541.7270710143,-42504.65840156775,187500.0
1660692848.4308977,-32140.780346486612,-34287.039552574104,-42628.77763852807,-36586.028228524716,-36497.247099548236,-36492.30736402361,-42394.844281058824,187500.0
1660692848.4309068,-32235.7082051883,-34291.241680531704,-42721.045639639575,-36495.4142565029,-36427.621415569956,-36383.275554570624,-42340.8424664548,187500.0
1660692848.4309158,-32020.7067752727,-34123.55889362799,-42645.20617070272,-36527.08667839607,-36466.73696836674,-36389.80226395158,-42248.86503802121,187500.0
1660692848.430925,-31973.90222238329,-33928.91990291118,-42358.70151027459,-36601.83091185462,-36542.732899514784,-36489.468692477785,-42357.53921956292,187500.0
1660692848.430934,-31815.897740828725,-34028.89925585977,-42446.521514239495,-36568.37035040502,-36529.05363190814,-36530.864123209016,-42184.089682589736,187500.0
1660692848.4309433,-31836.081366071867,-34183.28275481257,-42530.02763152452,-36573.019513251726,-36524.627986505984,-36557.10507119955,-41736.227778938744,187500.0
1660692848.4309528,-31851.213497068107,-34150.47039395218,-42621.69213553573,-36482.830224374564,-36444.60874135599,-36460.657293874894,-41761.93228506235,187500.0
1660692848.4309618,-31591.128598586158,-34122.57541687196,-42683.94174384377,-36278.08824516395,-36263.04552114553,-36260.76564321109,-42234.80579075882,187500.0
1660692848.4309711,-31553.57766790124,-34025.658252913745,-42538.18601825071,-36281.73157951017,-36264.11840487938,-36268.99108517064,-42305.370248004234,187500.0
1660692848.4309804,-31637.061433441813,-33903.729486910044,-42376.67231281666,-36282.1115591659,-36261.12327112237,-36269.84045145994,-42205.39089505564,187500.0
1660692848.4309895,-31444.79172763726,-33840.42934661262,-42251.30137816684,-36306.296146666544,-36303.47982686518,-36302.94338499825,-42239.18673267207,187500.0
1660692848.4309983,-31526.2414844324,-33741.43347042006,-42183.91086863409,-36239.062099344985,-36240.91729413477,-36240.42555575676,-42260.353834671245,187500.0
1660692848.4310076,-31777.16216768768,-33753.704578126024,-42255.61526484672,-36156.785328005,-36161.59095306289,-36167.78238627701,-42117.302670157274,187500.0
1660692848.4310167,-31672.22072747001,-33765.595706176246,-42319.362440033256,-36133.18188586019,-36139.55213302995,-36147.59876103386,-42009.18728222696,187500.0
1660692848.431026,-31604.740810959436,-33859.003646254976,-42265.49473589596,-36150.906819213254,-36154.6842640262,-36161.30038038497,-42023.87237833409,187500.0
1660692848.4310513,-31540.43484216152,-33621.583416650705,-42045.95590185594,-36175.359627647355,-36181.97574400613,-36185.26145044106,-42064.75371894285,187500.0
1660692848.431063,-31510.014117957846,-33526.92377888248,-42035.383526728576,-36156.91943847173,-36158.104080927864,-36161.41213910725,-42084.579716274704,187500.0
1660692848.4310725,-31673.78534958188,-33832.09214593079,-42280.87273608121,-36003.45236104159,-36007.9003581882,-35998.19970109459,-41794.49877673373,187500.0
1660692848.431094,-31749.535411540917,-33970.38238887577,-42420.12410403778,-35929.51279038344,-35926.227083948506,-35885.81512997331,-41507.88235758333,187500.0
1660692848.4311032,-31731.408146787664,-33918.19106557263,-42300.81049213535,-35898.309755123824,-35895.09110392226,-35891.470121320504,-41633.275643977606,187500.0
1660692848.4311123,-31608.87588368367,-33793.31186930083,-42218.332555095265,-35928.037575249386,-35935.100726497265,-35985.95094513309,-41736.808924294586,187500.0
1660692848.4311216,-31290.14000775099,-33626.27728298632,-42112.85467301067,-35958.860630853254,-35978.30664852937,-36014.22590186905,-41871.656998593455,187500.0
1660692848.4311306,-31400.043535237735,-33601.51155012984,-41968.23888638483,-35961.721654143534,-35947.57299990332,-35972.47284322653,-41825.99238467126,187500.0
1660692848.4311397,-31482.476768788907,-33536.087994109155,-41908.78324613372,-36028.06163168688,-35995.51749175996,-35961.18521227661,-41651.55937094204,187500.0
1660692848.4311488,-31236.38406233598,-33486.42241792946,-41993.80928204171,-35973.545726960394,-36031.81672475538,-36026.407602597195,-41630.03464103158,187500.0
1660692848.431158,-31298.410153199453,-33483.33787719463,-41985.00269472632,-35789.121483459654,-35841.402213740614,-35892.34183935426,-41821.589091013564,187500.0
1660692848.431167,-31430.55366641923,-33414.449800783375,-41802.38894252646,-35741.60167474767,-35716.612424446634,-35722.89326463858,-41735.57957834954,187500.0
1660692848.4311762,-31356.949371927905,-33290.151749867415,-41718.16756941886,-35840.217571284484,-35787.243936925406,-35786.059294469276,-41560.58777100894,187500.0
1660692848.4311852,-31226.07990814208,-33365.11950077051,-41827.84757946105,-35738.226561334915,-35782.058332211775,-35740.97582590292,-41509.55873841748,187500.0
1660692848.4311943,-31126.83816276052,-33378.441140465875,-41856.59192283057,-35608.49703651632,-35671.97599076939,-35645.42211835648,-41525.16025604728,187500.0
1660692848.4312036,-31137.11996520996,-33260.2004122973,-41717.04998219609,-35647.701996290925,-35664.823432543686,-35638.895408975535,-41388.88167010328,187500.0
1660692848.4312127,-31373.891994225025,-33202.33174590251,-41674.87224040893,-35597.298812544206,-35620.634033755545,-35596.53885323273,-41212.727572051,187500.0
1660692848.4312215,-31291.503464162764,-33125.441744976255,-41466.64338906329,-35557.445652180395,-35575.550565189194,-35568.75563487478,-41479.07095898044,187500.0
1660692848.4312308,-31158.041198020128,-33150.185126088276,-41554.73161396165,-35523.962738986345,-35613.61558599658,-35588.11224557307,-41494.136034743315,187500.0
1660692848.43124,-31100.574863025533,-33156.04128313557,-41706.29879311309,-35537.396137403986,-35608.76525744978,-35552.952951544874,-41317.66901226866,187500.0
1660692848.4312491,-31083.364019794946,-33145.75948068613,-41611.21447220021,-35502.50506430925,-35556.46217542436,-35508.13770391198,-41266.50586921047,187500.0
1660692848.4312599,-31120.22204640175,-33104.02877378807,-41568.589695523944,-35445.19519152584,-35481.248555332255,-35456.66163643142,-41369.88268731626,187500.0
1660692848.431269,-31010.720850315196,-33113.72943088167,-41606.90058552034,-35414.66270859989,-35458.40507249893,-35433.281711731164,-41380.5668211659,187500.0
1660692848.4312782,-30977.17088188778,-33110.86840759139,-41550.216561581685,-35390.27695539915,-35416.13792373394,-35385.80660650809,-41299.13941611522,187500.0
1660692848.4312873,-31173.17332901637,-33000.942528360196,-41487.78813931801,-35396.177815935356,-35376.038894181125,-35351.496678769196,-41142.6101496947,187500.0
1660692848.4312963,-31041.85683034144,-32911.0661639054,-41422.78926644198,-35439.853124601024,-35434.53340942066,-35418.99894702422,-41044.21777060244,187500.0
1660692848.4313054,-30952.31574205348,-32899.39855329973,-41317.98193669104,-35360.32561782904,-35368.32754234404,-35358.626885250436,-41044.73186072491,187500.0
1660692848.4313147,-30999.164998431803,-32983.21759500713,-41358.90798078871,-35267.63293357288,-35273.71260806473,-35239.17916288128,-40904.4076090345,187500.0
1660692848.4313235,-30989.33023087147,-33070.8587850164,-41437.04967940446,-35238.84388671445,-35284.17322446981,-35236.54165703555,-40599.730980364206,187500.0
1660692848.4313328,-30924.64428241781,-32911.870826705795,-41213.01814472892,-35241.34728209344,-35252.50080257664,-35223.979976651666,-40854.965550299356,187500.0
1660692848.431342,-30784.52119642749,-32781.24723210898,-41139.12327755967,-35234.88762794586,-35197.6049181944,-35161.37274043235,-41326.006212950495,187500.0
1660692848.431351,-30708.07823039034,-32791.0372961804,-41228.37379316972,-35247.89634321885,-35203.997517108626,-35160.88100205434,-41314.78563723393,187500.0
1660692848.4313605,-30936.155430812294,-32838.62416012576,-41237.716822352035,-35219.554331249514,-35162.57973463294,-35135.08708895291,-41147.751050919425,187500.0
1660692848.4313693,-30940.715186681176,-32817.32294765984,-41052.867895706644,-35260.59213406946,-35201.40471475181,-35188.06072331199,-41114.33519295874,187500.0
1660692848.4313784,-30805.71065017112,-32735.38145248669,-41128.64030941013,-35309.65421314886,-35216.89447365933,-35191.16761579128,-41092.07285548125,187500.0
1660692848.9107425,-30764.538736884446,-32721.501019179945,-41208.50309234895,-35262.40262537034,-35150.5991996049,-35110.8354462189,-41000.363647981125,187500.0
1660692848.9108875,-30740.443556361624,-32722.81977210281,-41185.637257771166,-35248.47748857469,-35138.99864423259,-35068.72475966511,-40931.40851633651,187500.0
1660692848.910898,-30608.702374542045,-32662.47006207348,-41093.078683981745,-35230.93136917727,-35153.236705450625,-35138.30574015448,-40951.10040320163,187500.0
1660692848.9109094,-30588.608156276725,-32619.84528539721,-40995.73683687888,-35233.12184013389,-35131.220237162146,-35148.274618181546,-40969.65235109954,187500.0
1660692848.91092,-30675.35527650777,-32758.80608067585,-41168.20289709603,-35218.54850274903,-35104.17462637122,-35070.82582364391,-40842.64973910448,187500.0
1660692848.9109297,-30694.93540465062,-32767.925592413616,-41144.55475146231,-35171.43102543724,-35107.19211187269,-35067.450710231155,-40778.12025286201,187500.0
1660692848.9109387,-30682.910166133664,-32690.432094387066,-41053.06906140674,-35229.500857532126,-35113.3388415979,-35071.54107946647,-40512.91680489979,187500.0
1660692848.9109485,-30522.782268855844,-32549.258476407347,-41035.07590712022,-35226.75159296412,-35102.72176298163,-35085.80149242896,-40571.478375372695,187500.0
1660692848.9109635,-30429.64254971058,-32554.06410146524,-40997.502624690846,-35074.04447484547,-34979.787168477436,-34967.49370902702,-40947.926455488974,187500.0
1660692848.9109733,-30407.871950611112,-32560.769624801833,-40970.85934530012,-35047.8258785994,-34950.215810563066,-34926.67942365163,-40927.96634769039,187500.0
1660692848.9109826,-30337.821583488178,-32533.254627377348,-40937.734060017356,-35021.69668933114,-34930.233351020026,-34895.92342328113,-40835.76540181225,187500.0
1660692848.9109924,-30354.697150551936,-32537.30029312376,-40943.34434787564,-35030.257407457524,-34962.59867699131,-34917.87283633624,-40840.146343725486,187500.0
1660692848.9110017,-30356.19471743044,-32529.901865709053,-40939.76806876279,-35036.337081949365,-34972.47814804055,-34919.90684508167,-40789.13966287848,187500.0
1660692848.911011,-30391.644584136557,-32520.044746404263,-40909.36969630357,-35025.83176205537,-34943.420880248654,-34905.22174897453,-40696.29051641113,187500.0
1660692848.911033,-30410.420049479017,-32531.578246543202,-40911.89544342702,-34953.68033095364,-34898.98561227151,-34880.32190565132,-40562.26945665711,187500.0
1660692848.911042,-30391.95750855893,-32480.593917440645,-40822.75668653926,-34916.77760085793,-34882.15474869666,-34861.88171647569,-40674.92224871186,187500.0
1660692848.9110513,-30236.456422383362,-32408.107210172086,-40769.15720333543,-34835.79723069635,-34783.829424837764,-34752.62638957815,-40597.54050940758,187500.0
1660692848.9110816,-30082.47525483075,-32319.39313642897,-40713.456656152804,-34739.77413651635,-34705.50891226636,-34690.645002203586,-40538.39779357884,187500.0
1660692848.911091,-30120.227351215763,-32288.68183954738,-40655.61034150247,-34696.05412436177,-34681.57019395473,-34662.95119082346,-40502.83616815045,187500.0
1660692848.9111009,-30009.005070806157,-32228.9579783628,-40590.05267501505,-34711.78975245831,-34715.70130773799,-34668.24855425937,-40442.46410637666,187500.0
1660692848.9111104,-30113.097144734522,-32233.942417376333,-40578.94385802077,-34637.87253354461,-34653.11642326313,-34626.115515961115,-40437.07733596293,187500.0
1660692848.9111197,-30094.992231725722,-32183.203957462785,-40570.6737125723,-34605.79778025124,-34622.56158859272,-34597.90761445852,-40449.19198145771,187500.0
1660692848.9111292,-30107.19628419832,-32188.27780345414,-40572.730073062194,-34609.08348668617,-34615.90076874504,-34570.258506567305,-40341.25540748303,187500.0
1660692848.9111388,-30014.525951686617,-32163.51207059766,-40521.075191625976,-34556.84745989412,-34586.88820444205,-34550.27604702426,-40310.00766873451,187500.0
1660692848.911148,-30083.1011036755,-32178.644201593903,-40549.90894197332,-34524.258616478284,-34584.5636230187,-34557.4062535055,-40292.08156968136,187500.0
1660692848.9111576,-29979.478416380694,-32056.24604895664,-40426.348498624386,-34482.41615085795,-34514.91558729596,-34505.21493020236,-40281.218621876076,187500.0
1660692848.9111793,-29945.21319213071,-32000.56785351847,-40352.83361111088,-34501.191616200405,-34507.58421511462,-34482.55026132468,-40354.7782128785,187500.0
1660692848.9111884,-29942.799203729537,-32021.645548539826,-40426.52731258003,-34470.25680187426,-34481.16445316845,-34440.75249919325,-40302.51983434198,187500.0
1660692848.9111977,-29981.355962914942,-31980.071303852954,-40387.27764931651,-34423.943987362865,-34440.30546430415,-34435.745708435265,-40231.508342207475,187500.0
1660692848.911209,-29943.067424663,-31968.157824058275,-40310.164130945705,-34471.15087165247,-34479.510424078755,-34473.095473420086,-40211.592937897796,187500.0
1660692848.9112184,-29986.318050184018,-32009.307385600496,-40329.00665152152,-34398.26183298371,-34407.38134472148,-34395.24434748225,-40054.97426449946,187500.0
1660692848.9112277,-29891.43489497124,-31964.08980656741,-40286.40422658971,-34308.11724759546,-34324.12109662546,-34313.36990754246,-40087.58545965976,187500.0
1660692848.9112368,-29864.81396732497,-31884.919927706713,-40261.280865821944,-34266.76652035314,-34281.47396820474,-34280.468139704244,-40145.05179465435,187500.0
1660692848.9112458,-29900.174427053265,-31876.918003191713,-40275.42952006216,-34260.35156969447,-34291.68871542081,-34301.679945192336,-40142.83897195327,187500.0
1660692848.911255,-29937.72535773818,-31919.54277986798,-40316.15439845972,-34298.61775620196,-34317.035593633125,-34331.98891067373,-40102.04703832234,187500.0
1660692848.911264,-29959.49595683765,-31928.505829394562,-40306.87842451077,-34251.4332236568,-34276.73539838021,-34293.05217183258,-40053.96843599897,187500.0
1660692848.9112732,-29895.055877573002,-31882.058904416434,-40218.05259204538,-34149.73278638515,-34213.077630171494,-34245.55471486506,-40070.441671662535,187500.0
1660692848.9112823,-29925.431898287763,-31895.715820278627,-40211.77175185344,-34147.07292879497,-34196.29147008556,-34239.76561305113,-40055.756575555395,187500.0
1660692848.9112911,-29943.223886874188,-31890.17258765371,-40222.05355430288,-34137.57343740147,-34139.13805951334,-34218.44204884077,-40024.28531936232,187500.0
1660692848.9113004,-29891.2560810156,-31807.38172619125,-40120.643689709155,-34141.216771747684,-34132.700757110215,-34166.04955983753,-39984.521565976334,187500.0
1660692848.9113095,-29860.63419111183,-31784.895871269215,-40070.95576178501,-34140.90384732531,-34137.014643790084,-34172.15158607383,-39984.163938065045,187500.0
1660692848.9113183,-29798.921024670726,-31723.495629250483,-40077.19189848803,-34164.73080691467,-34087.036143188016,-34110.01373648807,-39916.013469220816,187500.0
1660692848.9113276,-29795.2329868356,-31668.59974486825,-40029.4485723315,-34170.47520523968,-34098.81551251597,-34124.96705352868,-39926.205864692434,187500.0
1660692848.911337,-29825.698414528182,-31673.718294348517,-40033.740107266916,-34150.179821274265,-34087.952564710686,-34110.93015801074,-39911.96780347441,187500.0
1660692848.911346,-29860.164804478267,-31731.18462934311,-40069.659360606594,-34112.003041744596,-34023.579540679406,-34039.27046528703,-39820.25859597428,187500.0
1660692848.911355,-29857.594353865905,-31658.54145986336,-39995.45156901498,-34061.93513416471,-34006.078124770895,-34018.23747375458,-39817.53168315073,187500.0
1660692848.911364,-29906.142342822834,-31691.912614335135,-40031.39317409911,-34010.81669459542,-33942.17448737317,-33966.24731615154,-39746.72135671632,187500.0
1660692848.9113731,-29886.785732124536,-31711.1351145667,-40072.16275598559,-33980.01599073601,-33964.50388008403,-34000.981927035085,-39747.05663288315,187500.0
1660692848.9113822,-29745.813279844915,-31575.661191423085,-39924.261262924825,-33968.86247025281,-33993.44938915365,-34015.376450464304,-39758.567781277634,187500.0
1660692848.9113913,-29693.53254956395,-31499.195873641478,-39777.87968848702,-34080.91176520727,-33990.32014492991,-33975.5679935894,-39730.91867338642,187500.0
1660692848.911402,-29707.07770670387,-31487.841187458183,-39783.601735067576,-33996.6233368663,-33906.18817880013,-33908.46805673457,-39657.26967540618,187500.0
1660692848.9114113,-29627.997234820992,-31420.093050014148,-39790.173147937436,-33916.02294636046,-33853.616875841246,-33831.98038720851,-39575.30582848857,187500.0
1660692848.9114203,-29607.3889264332,-31469.535108749285,-39786.30629614667,-33910.21149280208,-33878.226146486544,-33857.57313460984,-39587.10754956097,187500.0
1660692848.9114296,-29513.578654954275,-31436.208657766423,-39724.90605412794,-33911.32908002485,-33891.771303626454,-33877.533242408426,-39588.895689117395,187500.0
1660692848.9114385,-29509.89061711915,-31443.89765785905,-39760.78060397871,-33919.48746675104,-33914.34656552631,-33896.77809438445,-39600.36213402297,187500.0
1660692848.9114475,-29489.103494775714,-31508.85182724617,-39819.0963052626,-33898.27566126295,-33920.158019084694,-33891.994821071006,-39609.347535294,187500.0
1660692848.9114568,-29473.97136377947,-31470.60799248314,-39765.47447031432,-33849.012416483456,-33899.92969035264,-33836.71895703304,-39576.64693315589,187500.0
1660692848.9114668,-29361.050350791258,-31382.095084440123,-39703.09075153956,-33816.758849234444,-33848.61008508326,-33771.9212498571,-39540.25829318265,187500.0
1660692848.911476,-29298.018431427296,-31369.578107545152,-39708.41046671992,-33747.31197921181,-33729.318824925285,-33679.00504815639,-39447.85618160441,187500.0
1660692848.9114852,-29284.853253943118,-31386.87835775356,-39713.417257477915,-33776.101026070246,-33778.15738656013,-33731.48694413745,-39485.67533322279,187500.0
1660692848.9114945,-29260.132224575547,-31346.511107267277,-39691.467844422805,-33767.38384573267,-33777.419778993106,-33694.51715880837,-39387.95350646419,187500.0
