CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
-6412.626077249775,-6463.766868563517,-6442.353897375334,-6499.484956203099,-125800.22225382594,-147007.44563429902,-125155.30737105697,-146315.48032945162
-6413.721312728085,-6464.772697064006,-6443.359725875822,-6500.401377725766,-125801.89863466009,-147009.21142211097,-125157.07315886894,-146317.24611726357
-6426.171234389692,-6474.003967524049,-6450.355821890334,-6505.944610350682,-125806.10076261769,-147012.49712854592,-125158.36956004734,-146317.02259981903
-6426.282993111968,-6473.71339484613,-6449.797028278951,-6505.117595805836,-125805.5419690063,-147011.80422446778,-125157.25197282458,-146315.8826608518
-6415.12947262877,-6465.845580797861,-6444.164388676213,-6501.04957831497,-125803.97734689443,-147011.15602387858,-125158.61542923635,-146318.56487018644
-6411.329676071367,-6462.716336574118,-6441.6162898083085,-6498.859107358349,-125803.01622188285,-147010.41841631156,-125158.57072574744,-146318.788387631
-6423.824301221884,-6472.037014011981,-6448.746496289551,-6504.670560916729,-125807.62068124065,-147014.24056461343,-125160.47062402614,-146319.1907190312
-6424.696019255641,-6471.858200056338,-6447.56185383342,-6502.994180082582,-125805.76548645085,-147011.96068667897,-125157.27432456904,-146315.52503294052
-6413.587202261353,-6463.699813330151,-6441.549234574943,-6498.300313746967,-125803.37384979414,-147010.37371282265,-125157.52019375804,-146317.17906203022
-6409.139205114747,-6460.7493830620515,-6439.850501996339,-6497.361540479844,-125803.97734689443,-147011.49130004543,-125159.6883129702,-146319.90597485375
-6419.51041454201,-6468.460734899132,-6445.661955554719,-6501.831889370906,-125807.79949519629,-147014.48643380243,-125160.87295542634,-146319.97303008713
-6424.3160395999,-6471.321758189411,-6447.18187417768,-6502.3683312378325,-125807.66538472955,-147013.74882623542,-125158.8389466809,-146317.15671028575
-6412.134338871759,-6461.576397606897,-6439.135246173769,-6495.6181044123305,-125802.7927044383,-147009.59140176672,-125156.26849606854,-146315.56973642943
-6404.914725412694,-6456.726069060096,-6435.782484505473,-6493.3829299668,-125802.52448350484,-147010.03843665583,-125158.2354495806,-146318.56487018644
-6413.3636848168,-6462.939854018671,-6440.476350841088,-6496.959209079649,-125805.65372772858,-147012.58653552373,-125159.4871472701,-146318.74368414207
-6419.108083141814,-6466.225560453601,-6441.973917719593,-6497.070967801925,-125804.91612016155,-147010.9995616674,-125156.290847813,-146314.42979746222
-6412.357856316311,-6461.241121440068,-6438.330583373378,-6494.299351489467,-125803.59736723869,-147010.37371282265,-125156.60377223538,-146315.65914340725
-6402.83601317835,-6454.557949847931,-6433.592013548853,-6490.968941565627,-125802.56918699374,-147010.17254712255,-125158.2354495806,-146318.3860562308
-6409.228612092568,-6459.408278394732,-6437.481217084077,-6494.165241022735,-125805.72078296194,-147012.83240471274,-125160.06829262595,-146319.61540217584
-6419.935097686661,-6467.18668546518,-6443.203263664635,-6498.367368980333,-125808.85002718569,-147014.95582043598,-125160.2918100705,-146318.63192541982
-6415.464748795599,-6463.766868563517,-6440.476350841088,-6496.132194534802,-125807.66538472955,-147014.15115763558,-125160.06829262595,-146318.90014635326
-6402.0537021224145,-6453.440362625166,-6432.429722837177,-6489.627836898308,-125803.59736723869,-147010.97720992294,-125158.90600191428,-146319.07896030892
-6405.250001579524,-6455.854351026339,-6434.374324604789,-6491.23716249909,-125805.58667249522,-147012.83240471274,-125160.47062402614,-146320.2412510206
-6415.375341817778,-6462.85044704085,-6439.068190940403,-6494.500517189565,-125807.441867285,-147013.74882623542,-125159.4424437812,-146317.80491087495
-6413.587202261353,-6461.285824928978,-6437.570624061897,-6493.159412522246,-125806.77131495134,-147013.05592215728,-125158.74953970309,-146317.26846900804
-6403.6406759787415,-6454.580301592387,-6433.189682148658,-6490.410147954243,-125806.50309401788,-147013.77117797986,-125161.52115601554,-146321.40354173226
-6404.445338779133,-6455.452019626144,-6434.240214138057,-6491.527735177009,-125808.40299229659,-147015.73813149193,-125163.73397871661,-146323.59401268887
-6413.69896098363,-6461.3752319068,-6437.905900228728,-6493.695854389174,-125809.38646905262,-147015.71577974746,-125161.67761822673,-146320.21889927614
-6410.9720481600825,-6458.1118772163245,-6434.284917626967,-6489.672540387219,-125805.5419690063,-147011.67011400106,-125157.11786235785,-146315.4356259627
-6400.310266054901,-6450.668746312707,-6429.0546094244255,-6485.8727438298165,-125804.20086433899,-147011.33483783423,-125158.70483621418,-146318.3413527419
-6397.337484042345,-6448.522978844998,-6427.668801268197,-6484.9339705626935,-125804.53614050582,-147012.0500936568,-125159.97888564813,-146320.12949229832
-6406.546402757932,-6454.89322601476,-6431.781522247973,-6487.7502903640625,-125806.27957657333,-147012.76534947936,-125158.95070540319,-146317.89431785277
-6409.161556859202,-6456.211978937624,-6431.915632714705,-6487.258551986045,-125805.47491377294,-147011.37954132314,-125156.78258619102,-146314.96623932914
-6399.304437554412,-6449.059420711926,-6426.84178672335,-6483.548162406464,-125803.91029166107,-147010.68663724503,-125157.90017341379,-146317.17906203022
-6394.521164240977,-6446.108990443825,-6425.232461122569,-6482.676444372707,-125804.78200969483,-147012.20655586798,-125160.4929757706,-146320.59887893187
-6403.4618620230995,-6452.3227754024,-6429.658106524719,-6485.962150807638,-125807.10659111818,-147013.83823321323,-125160.58238274841,-146319.52599519803
-6408.222783592079,-6455.072039970403,-6430.9321559586715,-6486.09626127437,-125806.61485274015,-147012.76534947936,-125157.96722864715,-146316.06147480744
-6396.465766008588,-6445.572548576898,-6423.131397143769,-6479.368386193322,-125801.67511721553,-147008.56322152176,-125155.10620535687,-146314.20628001765
-6388.396786260222,-6439.917557229705,-6419.242193608546,-6476.552066391953,-125800.98221313742,-147008.67498024405,-125156.71553095765,-146316.84378586337
-6396.622228219775,-6446.287804399468,-6424.092522155348,-6480.418918182721,-125804.58084399473,-147011.53600353433,-125158.52602225853,-146317.64844866376
-6406.45699578011,-6453.328603902889,-6429.345182102345,-6484.397528695766,-125807.59832949619,-147013.61471576866,-125158.95070540319,-146316.8884893523
-6400.109100354803,-6448.6570893117305,-6425.835958222861,-6481.692967616674,-125806.32428006224,-147012.83240471274,-125159.10716761438,-146317.89431785277
-6387.949751371116,-6439.336411873867,-6418.616344763797,-6475.769755336018,-125802.7927044383,-147010.06078840027,-125158.34720830289,-146318.25194576406
-6390.341388027834,-6440.342240374356,-6418.728103486073,-6475.210961724635,-125802.21155908247,-147009.0996633887,-125156.58142049093,-146315.8826608518
-6399.684417210152,-6446.578377077387,-6422.79612097694,-6477.8931710592715,-125803.6420707276,-147009.74786397791,-125155.15090884578,-146313.17809977272
-6394.543515985431,-6442.353897375334,-6419.219841864091,-6474.674519857707,-125801.42924802653,-147007.66915174355,-125153.69804545619,-146312.0828642944
-6384.753451914007,-6435.782484505473,-6414.995362162038,-6471.858200056338,-125801.11632360416,-147008.40675931057,-125156.290847813,-146316.15088178526
-6387.636826948742,-6438.218824651101,-6417.118777885292,-6473.623987868308,-125803.37384979414,-147010.59723026722,-125158.2354495806,-146317.87196610833
-6397.784518931451,-6445.125513687792,-6421.678533754174,-6476.753232092051,-125805.20669283948,-147011.49130004543,-125157.11786235785,-146315.2344602626
-6394.744681685529,-6441.996269464049,-6418.593993019342,-6473.691043101674,-125802.70329746048,-147008.83144245524,-125154.4356530232,-146312.59695441686
-6383.144126313225,-6433.524958315487,-6412.424911549677,-6469.198342466158,-125800.66928871504,-147007.73620697693,-125155.35207454588,-146315.01094281804
-6381.132469312248,-6431.848577481339,-6411.12851037127,-6468.080755243392,-125800.44577127049,-147007.64679999911,-125155.59794373489,-146315.3909224738
-6390.967236872582,-6438.6211560512975,-6415.710617984608,-6471.053537255948,-125802.05509687128,-147008.40675931057,-125154.50270825658,-146312.77576837252
-6393.515335740488,-6440.364592118811,-6416.761149974007,-6471.746441334062,-125802.83740792722,-147008.85379419968,-125154.32389430093,-146312.26167825004
-6382.853553635306,-6432.69794377064,-6411.396731304733,-6467.790182565473,-125801.25043407088,-147008.22794535494,-125155.55324024598,-146314.89918409576
-6378.696129166619,-6429.591051291353,-6409.228612092568,-6466.180856964691,-125800.98221313742,-147008.33970407723,-125156.58142049093,-146316.37439922983
-6387.458012993099,-6435.536615316465,-6413.095463883336,-6468.639548854774,-125802.61389048267,-147009.03260815534,-125155.4414815237,-146314.04981780646
-6392.353045028812,-6438.9117287292165,-6415.330638328867,-6470.070060499914,-125803.66442247207,-147009.59140176672,-125154.90503965678,-146312.79812011696
-6382.674739679664,-6431.93798445916,-6410.301495826423,-6466.382022664789,-125801.85393117118,-147008.78673896633,-125155.77675769053,-146314.7874253735
-6376.684472165642,-6427.802911734929,-6407.529879513965,-6464.61623485282,-125801.80922768227,-147009.41258781106,-125157.5872489914,-146317.40257947476
-6386.854515892806,-6435.491911827554,-6413.520147027987,-6469.399508166255,-125806.01135563987,-147012.81005296827,-125159.50949901456,-146318.25194576406
-6392.531858984454,-6438.9117287292165,-6415.330638328867,-6469.980653522093,-125805.89959691759,-147012.02774191234,-125157.25197282458,-146315.07799805142
-6381.713614668085,-6430.395714091745,-6408.401597547722,-6464.057441241436,-125801.67511721553,-147008.4514627995,-125154.97209489014,-146313.71454163964
-6371.677681407653,-6422.79612097694,-6402.74660620053,-6459.609444094831,-125799.30583230327,-147006.81978545425,-125154.94974314568,-146314.85448060685
-6378.852591377806,-6428.071132668392,-6406.725216713574,-6462.649281340752,-125802.1445038491,-147008.94320117752,-125156.11203385735,-146315.21210851814
-6386.765108914985,-6433.189682148658,-6409.832109192862,-6464.437420897177,-125802.92681490503,-147008.8984976886,-125154.25683906757,-146312.1946230167
-6380.573675700864,-6428.428760579677,-6406.166423102191,-6461.531694117987,-125801.25043407088,-147007.6020965102,-125153.92156290074,-146312.39578871676
-6370.314224995879,-6421.142091887247,-6400.958466644105,-6457.821304538406,-125799.90932940357,-147007.17741336554,-125155.2850193125,-146315.10034979586
-6377.8691146217725,-6427.624097779286,-6406.546402757932,-6462.872798785305,-125805.13963760612,-147012.11714889016,-125159.62125773684,-146319.01190507555
-6387.033329848448,-6433.770827504495,-6410.4132545487,-6465.264435442024,-125806.32428006224,-147012.34066633473,-125157.9448769027,-146315.793253874
-6382.7417949130295,-6430.172196647191,-6407.328713813868,-6462.47046738511,-125804.26791957235,-147010.57487852275,-125156.40260653528,-146314.60861141785
-6370.805963373896,-6421.231498865069,-6400.667893966186,-6457.3742696493,-125801.7421724489,-147009.05495989977,-125156.7378827021,-146316.4861579521
-6371.297701751912,-6421.410312820711,-6400.734949199552,-6457.150752204747,-125802.23391082692,-147009.36788432216,-125157.1402141023,-146316.57556492992
-6381.8030216459065,-6428.719333257596,-6405.741739957541,-6460.70467957314,-125804.35732655018,-147010.48547154493,-125156.38025479083,-146314.3850939733
-6380.350158256311,-6427.154711145725,-6404.043007378938,-6458.961243505627,-125802.94916664949,-147008.96555292196,-125154.70387395668,-146312.59695441686
-6366.849704605306,-6416.828205207373,-6396.175193330669,-6452.635699824775,-125798.94820439199,-147006.05982614277,-125153.80980417847,-146313.06634105043
-6365.039213304426,-6415.442397051143,-6395.258771808001,-6452.076906213392,-125799.32818404773,-147006.66332324306,-125154.68152221222,-146314.29568699547
-6375.745698898519,-6422.9525831881265,-6400.556135243909,-6455.8767027707945,-125801.92098640454,-147008.36205582166,-125154.3909495343,-146312.66400965024
-6377.824411132862,-6424.159577388714,-6401.025521877471,-6455.787295792973,-125801.85393117118,-147007.91502093256,-125153.31806580044,-146311.00998056054
-6368.459030206088,-6417.834033707862,-6396.845745664328,-6453.082734713881,-125801.31748930425,-147008.4514627995,-125155.57559199043,-146314.72037014013
-6365.1286202822475,-6415.956487173616,-6395.862268908295,-6452.792162035962,-125802.50213176038,-147010.10549188918,-125158.05663562498,-146317.80491087495
-6374.941036098127,-6422.863176210306,-6400.824356177373,-6456.457848126633,-125805.18434109502,-147011.89363144562,-125158.28015306953,-146316.62026841883
-6378.718480911074,-6424.8301297223725,-6401.517260255488,-6456.27903417099,-125804.46908527245,-147010.64193375612,-125155.8438129239,-146313.51337593954
-6367.4532017056,-6416.224708107079,-6394.767033429985,-6450.758153290529,-125800.98221313742,-147007.8032622103,-125154.61446697885,-146313.55807942845
-6359.451277190599,-6410.390902804244,-6390.4084432612,-6447.405391622233,-125799.50699800337,-147006.953895921,-125155.17326059024,-146314.96623932914
-6369.666024406675,-6418.124606385781,-6396.7116351975965,-6452.434534124677,-125803.93264340553,-147010.68663724503,-125157.52019375804,-146316.2402887631
-6377.645597177219,-6423.801949477429,-6400.444376521633,-6455.027336481493,-125805.72078296194,-147011.69246574552,-125156.96140014665,-146314.65331490675
-6368.146105783714,-6416.358818573812,-6394.476460752066,-6449.9534904901375,-125802.25626257138,-147008.85379419968,-125155.19561233469,-146313.96041082864
-6360.233588246535,-6411.016751648993,-6391.078995594859,-6447.830074766884,-125802.30096606028,-147009.70316048898,-125157.7884146915,-146317.64844866376
-6366.939111583128,-6416.001190662527,-6394.990550874538,-6450.80285677944,-125805.02787888383,-147012.02774191234,-125159.17422284774,-146318.22959401962
-6375.924512854161,-6422.192623876646,-6399.036216620948,-6453.596824836353,-125806.72661146244,-147012.76534947936,-125158.07898736943,-146315.8826608518
-6368.324919739356,-6415.777673217974,-6393.7165014405855,-6448.791199778462,-125803.06092537177,-147009.45729129997,-125155.55324024598,-146313.9380590842
-6356.389088200222,-6406.769920202484,-6386.943922870627,-6443.471484598099,-125800.11049510367,-147007.46798604346,-125155.4861850126,-146315.12270154033
-6358.8477800903065,-6408.267487080991,-6387.860344393295,-6443.918519487205,-125800.73634394842,-147007.82561395474,-125155.32972280143,-146314.56390792894
-6368.92841683965,-6415.330638328867,-6392.710672940097,-6447.159522433224,-125802.70329746048,-147008.87614594414,-125154.3909495343,-146312.2393265056
-6367.095573794315,-6413.944830172638,-6391.615437461786,-6446.265452655012,-125802.56918699374,-147008.8984976886,-125154.5921152344,-146312.6416579058
-6355.7408876110185,-6405.831146935362,-6385.781632158952,-6442.063324697415,-125800.78104743733,-147008.11618663266,-125155.77675769053,-146315.2344602626
-6357.864303334272,-6407.820452191884,-6387.815640904384,-6443.94087123166,-125803.35149804968,-147010.57487852275,-125158.32485655844,-146317.7378556416
-6368.101402294803,-6414.9059551842165,-6392.621265962275,-6447.18187417768,-125805.25139632839,-147011.51365178986,-125157.25197282458,-146315.34621898487
-6368.101402294803,-6414.637734250753,-6391.995417117527,-6446.332507888378,-125804.64789922809,-147010.73134073394,-125156.15673734627,-146314.04981780646
-6355.629128888742,-6405.406463790711,-6384.97696935856,-6440.789275263462,-125801.49630325989,-147008.60792501067,-125156.04497862399,-146315.2344602626
-6354.3997829437,-6404.758263201507,-6384.97696935856,-6441.012792708015,-125803.01622188285,-147010.37371282265,-125158.34720830289,-146317.84961436386
-6365.977986571549,-6413.274277838979,-6391.347216528323,-6445.952528232638,-125806.81601844025,-147013.21238436847,-125159.28598157,-146317.51433819704
-6366.872056349762,-6413.006056905515,-6390.229629305557,-6444.298499142945,-125804.82671318373,-147010.82074771175,-125156.0896821129,-146313.75924512855
-6354.131562010237,-6403.17128934518,-6382.5629809573875,-6437.995307206548,-125800.69164045951,-147007.62444825465,-125154.65917046777,-146313.60278291735
-6351.292890464412,-6401.964295144594,-6382.4065187462,-6438.554100817932,-125802.88211141613,-147010.26195410037,-125158.36956004734,-146317.89431785277
-6361.68645163613,-6409.541536514943,-6388.21797230458,-6442.935042731171,-125806.3913352956,-147012.98886692393,-125159.35303680338,-146317.67080040823
-6368.660195906186,-6414.593030761842,-6391.88365839525,-6445.661955554719,-125808.47004752995,-147014.37467508015,-125159.6436094813,-146317.06730330794
-6357.081992278337,-6405.473519024077,-6384.529934469454,-6439.515225829509,-125804.08910561672,-147010.79839596731,-125157.49784201359,-146316.06147480744
-6347.962480540572,-6398.5891817318425,-6379.210219289091,-6435.290746127456,-125801.78687593782,-147009.18907036653,-125157.3413798024,-146316.8884893523
-6356.54555041141,-6404.959428901605,-6384.038196091437,-6438.956432218127,-125804.91612016155,-147011.69246574552,-125158.57072574744,-146317.1343585413
-6364.614530159775,-6410.45795803761,-6387.659178693197,-6441.482179341577,-125806.36898355115,-147012.38536982363,-125157.69900771369,-146315.07799805142
-6358.870131834761,-6406.591106246842,-6385.044024591926,-6439.694039785152,-125806.25722482888,-147012.76534947936,-125159.12951935883,-146317.31317249694
-6349.057716018881,-6399.617361976786,-6380.104289067303,-6436.073057183392,-125804.84906492819,-147012.11714889016,-125160.31416181495,-146319.68245740922
-6352.835160831829,-6401.807832933407,-6381.288931523434,-6436.676554283686,-125805.13963760612,-147011.87127970115,-125159.28598157,-146317.9837248306
-6361.708803380586,-6407.663989980697,-6385.044024591926,-6439.045839195948,-125806.30192831779,-147012.16185237907,-125157.69900771369,-146315.05564630695
-6356.299681222401,-6403.484213767554,-6381.579504201353,-6436.117760672303,-125804.31262306127,-147010.53017503384,-125156.67082746874,-146314.47450095112
-6345.481436906032,-6395.728158441563,-6376.237437276535,-6432.027391436982,-125802.65859397157,-147009.90432618908,-125157.90017341379,-146317.22376551913
-6350.443524175111,-6399.9973416325265,-6380.014882089482,-6435.357801360822,-125806.36898355115,-147013.39119832413,-125160.96236240416,-146320.01773357604
-6360.121829524259,-6406.613457991298,-6384.217010047079,-6438.308231628923,-125807.8441986852,-147013.97234367995,-125159.57655424793,-146317.20141377466
-6356.92553006715,-6403.595972489831,-6381.333635012345,-6435.648374038741,-125805.69843121749,-147011.93833493453,-125157.5872489914,-146315.27916375152
-6345.369678183756,-6395.236420063547,-6375.432774476144,-6431.155673403225,-125803.68677421652,-147010.86545120066,-125158.52602225853,-146317.7378556416
-6346.576672384343,-6396.644579964231,-6376.863286121284,-6432.69794377064,-125806.07841087323,-147013.23473611294,-125161.07412112644,-146320.26360276504
-6357.64078588972,-6404.378283545767,-6382.45122223511,-6436.676554283686,-125808.78297195233,-147015.02287566935,-125160.87295542634,-146318.67662890872
-6356.6796608781415,-6402.74660620053,-6380.461916978588,-6434.307269371423,-125806.54779750679,-147012.49712854592,-125158.05663562498,-146315.54738468496
-6343.49213164951,-6392.800079917918,-6372.750565141508,-6428.048780923937,-125802.68094571603,-147009.65845700007,-125157.16256584675,-146315.8826608518
-6339.960556025571,-6390.184925816647,-6370.895370351716,-6426.506510556521,-125802.39037303811,-147009.72551223345,-125157.83311818042,-146317.11200679684
-6351.583463142331,-6398.812699176396,-6377.399727988211,-6431.535653058965,-125806.3466318067,-147012.72064599046,-125159.040112381,-146317.06730330794
-6355.8526463332955,-6401.69607421113,-6379.232571033546,-6432.8097024929175,-125807.26305332937,-147013.21238436847,-125158.5930774919,-146315.92736434072
-6344.363849683267,-6393.224763062569,-6372.772916885962,-6427.713504757107,-125804.17851259453,-147011.13367213414,-125158.25780132507,-146316.6873236522
-6338.619451358253,-6389.000283360516,-6370.02365231796,-6425.74655124504,-125803.8432364277,-147011.24543085642,-125159.53185075903,-146318.76603588654
-6347.984832285027,-6395.7728619304735,-6374.896332609217,-6429.41223733571,-125806.72661146244,-147013.23473611294,-125159.97888564813,-146318.1848905307
-6355.718535866563,-6401.427853277666,-6379.009053588993,-6432.541481559454,-125809.07354463024,-147014.88876520263,-125160.26945832605,-146317.51433819704
-6344.028573516438,-6392.196582817624,-6371.476515707554,-6426.104179156325,-125804.42438178354,-147010.97720992294,-125157.76606294705,-146316.01677131854
-6335.870186790251,-6386.385129259244,-6367.319091238867,-6423.109045399314,-125803.41855328305,-147010.79839596731,-125159.06246412545,-146318.3860562308
-6343.045096760404,-6391.369568272778,-6370.917722096172,-6425.724199500585,-125805.60902423967,-147012.34066633473,-125159.35303680338,-146317.71550389714
-6350.756448597485,-6396.465766008588,-6374.136373297736,-6427.601746034831,-125806.43603878452,-147012.36301807917,-125157.60960073586,-146314.87683235132
-6342.799227571396,-6390.274332794468,-6369.084879050837,-6423.310211099411,-125803.59736723869,-147010.01608491136,-125156.3355513019,-146314.27333525103
-6334.596137356298,-6384.865210636283,-6365.799172615907,-6421.3656093318,-125803.99969863889,-147011.26778260086,-125159.53185075903,-146318.69898065316
-6340.541701381409,-6389.514373482987,-6369.598969173309,-6424.539557044453,-125807.0395358848,-147013.92764019105,-125161.3423420599,-146319.97303008713
-6350.264710219469,-6396.175193330669,-6374.136373297736,-6427.624097779286,-125808.8947306746,-147014.82170996926,-125160.31416181495,-146317.64844866376
-6343.581538627332,-6390.296684538924,-6368.97312032856,-6422.863176210306,-125804.98317539493,-147011.29013434533,-125157.22962108013,-146314.9438875847
-6331.042209987904,-6380.886600123239,-6361.820562102862,-6417.163481374202,-125801.78687593782,-147009.05495989977,-125156.9390484022,-146316.06147480744
-6334.126750722737,-6383.322940268868,-6363.966329570571,-6419.063379652904,-125803.97734689443,-147011.2007273675,-125158.88365016981,-146317.7378556416
-6345.123808994747,-6391.257809550501,-6369.621320917764,-6423.131397143769,-125806.72661146244,-147012.94416343502,-125158.6377809808,-146316.17323352973
-6343.067448504859,-6389.179097316158,-6367.632015661242,-6421.164443631702,-125805.25139632839,-147011.35718957867,-125157.05080712448,-146314.5415561845
-6328.807035542373,-6378.114983810781,-6358.758373112485,-6413.989533661549,-125800.46812301494,-147007.6020965102,-125155.32972280143,-146314.22863176212
-6328.650573331186,-6378.383204744245,-6359.07129753486,-6414.548327272932,-125801.92098640454,-147009.23377385543,-125157.07315886894,-146316.15088178526
-6341.525178137444,-6388.039158348937,-6366.559131927387,-6420.471539553588,-125806.54779750679,-147012.96651517946,-125158.90600191428,-146316.4414544632
-6340.742867081508,-6386.429832748156,-6364.368660970767,-6417.9010889412275,-125803.95499514998,-147010.10549188918,-125155.46383326815,-146312.75341662805
-6326.303640163379,-6375.186905287136,-6355.427963188644,-6410.4132545487,-125798.79174218081,-147005.79160520932,-125153.1392518448,-146311.65818114975
-6323.666134317653,-6373.599931430809,-6354.757410854985,-6410.189737104147,-125799.95403289248,-147007.31152383226,-125155.39677803479,-146314.45214920666
-6334.462026889566,-6381.400690245711,-6360.501809179999,-6414.637734250753,-125803.1950358385,-147009.63610525563,-125155.93321990172,-146313.84865210636
-6337.68067809113,-6383.12177456877,-6361.105306280292,-6414.481272039566,-125802.61389048267,-147008.54086977732,-125153.72039720064,-146311.05468404945
-6327.600041341787,-6375.745698898519,-6355.673832377653,-6410.346199315334,-125800.53517824832,-147007.33387557673,-125154.14508034529,-146312.6416579058
-6324.783721540418,-6374.829277375851,-6356.076163777848,-6411.664952238197,-125803.57501549424,-147010.9995616674,-125158.9954088921,-146318.3413527419
-6333.947936767094,-6381.512448967987,-6361.060602791382,-6415.397693562233,-125806.50309401788,-147013.23473611294,-125159.82242343694,-146318.02842831952
-6338.530044380432,-6383.769975157974,-6361.865265591773,-6415.017713906493,-125805.25139632839,-147011.24543085642,-125156.40260653528,-146313.64748640626
-6329.119959964748,-6376.59506518782,-6356.187922500125,-6410.4132545487,-125802.23391082692,-147008.94320117752,-125155.37442629033,-146313.51337593954
-6321.676829061131,-6371.5882744298315,-6353.058678276382,-6408.491004525543,-125802.36802129365,-147009.85962270017,-125157.85546992488,-146317.06730330794
-6328.203538442081,-6376.080975065348,-6356.277329477946,-6410.79323420444,-125804.29027131682,-147011.08896864523,-125158.14604260279,-146316.46380620764
-6335.356096667779,-6380.618379189776,-6358.713669623575,-6411.955524916116,-125804.26791957235,-147010.30665758927,-125155.59794373489,-146312.70871313915
-6329.589346598309,-6376.371547743267,-6355.517370166465,-6409.608591748309,-125803.06092537177,-147009.56905002226,-125155.66499896825,-146313.55807942845
-6317.072369703337,-6366.805001116396,-6348.029535773938,-6403.528917256465,-125799.35053579218,-147006.66332324306,-125154.70387395668,-146313.82630036192
-6320.961573238561,-6369.509562195488,-6350.108248008281,-6404.8700219237835,-125800.78104743733,-147007.8032622103,-125155.17326059024,-146313.781596873
-6331.511596621465,-6377.0421000769265,-6355.495018422011,-6408.64746673673,-125803.28444281632,-147009.45729129997,-125154.8379844234,-146312.06051254994
-6327.667096575153,-6373.890504108728,-6352.9245678096495,-6406.322885313379,-125801.7421724489,-147008.16089012157,-125153.83215592292,-146311.3899602163
-6317.072369703337,-6366.492076694021,-6347.716611351563,-6402.724254456074,-125800.55752999277,-147007.91502093256,-125155.59794373489,-146314.56390792894
-6319.195785426591,-6368.280216250446,-6349.325936952346,-6404.199469590124,-125802.47978001593,-147009.70316048898,-125157.36373154685,-146316.12853004082
-6329.522291364943,-6375.388070987234,-6354.243320732513,-6407.552231258421,-125804.37967829463,-147010.75369247838,-125156.3355513019,-146313.71454163964
-6327.8012070418845,-6373.488172708532,-6352.254015475991,-6405.473519024077,-125802.50213176038,-147008.85379419968,-125154.25683906757,-146311.56877417193
-6316.088892947304,-6365.039213304426,-6346.01787877296,-6400.757300944007,-125800.24460557039,-147007.6020965102,-125154.97209489014,-146313.71454163964
-6315.753616780475,-6365.195675515613,-6346.621375873253,-6401.673722466675,-125802.1445038491,-147009.54669827782,-125157.3413798024,-146316.37439922983
-6325.856605274273,-6372.16941978567,-6351.382297442234,-6404.8700219237835,-125804.02205038334,-147010.5525267783,-125156.44731002419,-146314.04981780646
-6327.309468663868,-6372.683509908141,-6351.203483486591,-6404.154766101214,-125803.1950358385,-147009.45729129997,-125154.56976348994,-146311.70288463865
-6315.843023758295,-6364.301605737402,-6344.8779398057395,-6399.349141043323,-125800.69164045951,-147007.8032622103,-125154.7932809345,-146313.22280326163
-6311.529137078422,-6361.217065002569,-6342.843931060306,-6398.097443353826,-125800.73634394842,-147008.29500058832,-125156.11203385735,-146315.1897567737
-6321.453311616578,-6368.25786450599,-6347.806018329385,-6401.8748881667725,-125803.39620153859,-147009.99373316692,-125156.17908909073,-146314.04981780646
-6326.102474463281,-6371.252998263001,-6349.504750907988,-6402.7019027116185,-125803.68677421652,-147009.54669827782,-125154.70387395668,-146311.74758812756
-6315.39598886919,-6363.2510737480015,-6343.425076416144,-6397.672760209175,-125800.71399220396,-147007.4009308101,-125154.10037685638,-146312.2840299945
-6309.539831821899,-6359.4959806795105,-6341.167550226159,-6396.26460030849,-125801.22808232643,-147008.58557326623,-125156.62612397983,-146315.74855038506
-6317.988791226005,-6365.486248193532,-6345.5261403949435,-6399.50560325451,-125803.59736723869,-147010.41841631156,-125157.00610363558,-146315.05564630695
-6322.190919183603,-6367.319091238867,-6345.660250861675,-6398.566829987387,-125801.56335849327,-147007.62444825465,-125152.6922169557,-146309.6912276377
-6312.378503367723,-6359.630091146242,-6339.4464659031,-6393.314170040389,-125798.00943112487,-147004.60696275317,-125150.88172565482,-146308.8865648373
-6303.05782592986,-6352.790457342918,-6334.5514338673875,-6389.73789092754,-125796.48951250191,-147003.95876216397,-125151.93225764422,-146311.07703579392
-6310.478605089022,-6358.490152179022,-6339.088837991815,-6393.470632251577,-125799.90932940357,-147006.84213719872,-125153.85450766738,-146312.17227127223
-6320.559241838365,-6365.68741389363,-6344.274442705446,-6397.292780553435,-125802.56918699374,-147008.51851803286,-125153.787452434,-146310.87587009382
-6316.982962725516,-6363.563998170376,-6342.910986293672,-6396.532821241954,-125802.94916664949,-147009.34553257772,-125155.32972280143,-146313.06634105043
-6307.81874749884,-6357.30550972289,-6338.865320547262,-6393.872963651773,-125802.5915387382,-147010.06078840027,-125157.92252515824,-146316.95554458565
-6313.116110934748,-6361.574692913854,-6342.598061871298,-6397.158670086703,-125805.83254168423,-147013.1006256462,-125160.4929757706,-146319.01190507555
-6321.162738938659,-6366.492076694021,-6345.190864228113,-6398.320960798378,-125805.78783819532,-147011.96068667897,-125157.31902805794,-146314.5415561845
-6315.865375502751,-6361.68645163613,-6340.675811848141,-6394.029425862959,-125802.1445038491,-147008.49616628842,-125153.9886181341,-146311.47936719412
-6303.527212563421,-6352.54458815391,-6333.992640256005,-6388.8438211493285,-125799.30583230327,-147006.7527302209,-125154.21213557865,-146313.02163756153
