CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
-6214.723731842486,-6257.192046307569,-6239.4000577211455,-6289.356206578756,-125796.22129156844,-147001.99180865192,-125147.46190875316,-146302.27044847852
-6204.017246248394,-6249.7265636594975,-6234.214453007514,-6285.511706532444,-125794.52255898983,-147001.32125631825,-125148.66890295374,-146304.77384385752
-6202.922010770084,-6249.6148049372205,-6234.885005341173,-6286.629293755209,-125796.73538169092,-147003.8470034417,-125151.93225764422,-146308.4842334371
-6213.13675798616,-6256.767363162919,-6240.070610054804,-6290.384386823701,-125799.17172183654,-147005.32221857575,-125151.70874019967,-146306.9419630697
-6216.1542434876255,-6258.376688763701,-6240.51764494391,-6290.116165890237,-125798.23294856942,-147004.07052088625,-125149.40651052077,-146303.96918105712
-6205.9394962715505,-6250.888854371173,-6235.108522785727,-6286.0034449104605,-125795.97542237943,-147002.70706447447,-125149.76413843205,-146305.4890996801
-6201.0668159802935,-6247.7372584029745,-6233.454493696034,-6285.131726876703,-125796.51186424636,-147003.73524471943,-125152.02166462204,-146308.528936926
-6210.499252140433,-6254.688650928575,-6238.573043176299,-6288.931523434106,-125799.39523928109,-147005.76925346485,-125152.64751346679,-146307.97014331463
-6215.37193243169,-6257.504970729944,-6239.623575165699,-6289.043282156383,-125798.52352124733,-147004.11522437516,-125149.63002796532,-146304.05858803494
-6207.124138727682,-6251.537054960377,-6235.287336741369,-6285.779927465907,-125796.75773343537,-147003.10939587466,-125149.85354540987,-146305.3326374689
-6201.133871213659,-6247.826665380796,-6233.454493696034,-6285.0646716433375,-125797.87532065813,-147005.00929415337,-125153.42982452273,-146309.87004159333
-6208.889926539651,-6253.61576719472,-6237.880139098184,-6288.551543778365,-125800.71399220396,-147007.22211685445,-125154.56976348994,-146310.00415206005
-6216.131891743171,-6258.108467830238,-6240.450589710545,-6289.870296701229,-125800.73634394842,-147006.50686103187,-125152.06636811094,-146306.31611422493
-6208.845223050741,-6252.453476483045,-6235.823778608296,-6286.070500143826,-125797.96472763596,-147004.2493348419,-125150.68055995472,-146305.62321014682
-6200.239801435448,-6246.6196711802095,-6232.113389028716,-6283.76827046493,-125797.83061716922,-147004.8528319422,-125153.22865882263,-146309.46771019313
-6206.386531160657,-6251.559406704832,-6236.226110008492,-6287.277494344413,-125801.16102709307,-147007.89266918812,-125155.41912977924,-146311.1440910273
-6215.282525453869,-6257.460267241034,-6239.914147843618,-6289.4679653010335,-125801.89863466009,-147007.62444825465,-125153.1392518448,-146307.61251540334
-6209.269906195392,-6252.185255549581,-6235.220281508003,-6285.131726876703,-125798.21059682497,-147004.11522437516,-125150.03235936552,-146304.9303060687
-6196.708225811509,-6242.842226367263,-6228.246537237947,-6279.543790762877,-125794.7907799233,-147001.81299469626,-125149.76413843205,-146305.91378282473
-6200.75389155792,-6246.530264202388,-6231.621650650698,-6282.740090219986,-125798.16589333606,-147005.0539976423,-125152.87103091134,-146308.8865648373
-6212.4662056525,-6255.113334073226,-6237.90249084264,-6287.568067022332,-125801.40689628207,-147007.22211685445,-125152.96043788917,-146307.65721889224
-6212.04152250785,-6254.643947439665,-6237.410752464623,-6287.1210321332255,-125801.02691662633,-147006.88684068763,-125152.5357547445,-146307.2325357476
-6201.290333424847,-6247.066706069316,-6232.113389028716,-6283.477697787011,-125799.48464625892,-147006.3503988207,-125154.14508034529,-146310.07120729343
-6200.75389155792,-6246.932595602584,-6232.314554728813,-6283.812973953841,-125800.66928871504,-147007.62444825465,-125155.70970245716,-146311.74758812756
-6211.773301574386,-6254.800409650852,-6237.969546076006,-6287.858639700251,-125803.30679456078,-147009.34553257772,-125155.41912977924,-146310.20531776015
-6210.6333626071655,-6252.744049160963,-6235.175578019092,-6284.7740989654185,-125799.79757068129,-147005.56808776475,-125151.01583612154,-146305.3773409578
-6199.166917701593,-6244.228034523491,-6228.961793060517,-6280.035529140893,-125797.11536134666,-147003.75759646387,-125151.14994658828,-146306.7855008585
-6195.4341763775565,-6241.791694377863,-6227.441874437556,-6279.141459362681,-125797.24947181338,-147004.31639007526,-125152.5357547445,-146308.70775088164
-6205.335999171258,-6248.899549114651,-6232.515720428911,-6282.874200686718,-125799.57405323673,-147005.83630869823,-125152.20047857768,-146307.16548051423
-6209.001685261927,-6250.799447393352,-6233.275679740391,-6282.851848942262,-125798.81409392526,-147004.51755577535,-125149.78649017651,-146304.0809397794
-6198.965752001495,-6243.423371723101,-6227.799502348841,-6278.627369240209,-125796.42245726853,-147002.88587843013,-125149.80884192097,-146305.3326374689
-6193.735443798953,-6240.227072265991,-6225.966659303505,-6277.778002950908,-125797.07065785774,-147004.11522437516,-125152.42399602223,-146308.77480611502
-6204.933667771062,-6249.033659581382,-6233.029810551383,-6283.723566976019,-125802.03274512682,-147008.33970407723,-125155.32972280143,-146310.540593927
-6211.259211451914,-6252.967566605516,-6235.354391974734,-6284.86350594324,-125802.21155908247,-147007.73620697693,-125153.25101056708,-146307.3889979588
-6201.357388658213,-6245.278566512891,-6229.140607016159,-6279.744956462974,-125798.41176252507,-147004.67401798654,-125151.30640879947,-146306.3831694583
-6192.640208320643,-6239.042429809861,-6224.871423825196,-6276.571008750321,-125797.11536134666,-147004.204631353,-125152.4910512556,-146308.6406956483
-6200.84329853574,-6245.457380468533,-6229.967621561006,-6280.86254368574,-125800.73634394842,-147007.44563429902,-125154.61446697885,-146309.95944857114
-6210.052217251327,-6252.028793338393,-6234.460322196523,-6284.081194887304,-125802.56918699374,-147008.31735233276,-125153.72039720064,-146307.97014331463
-6203.190231703548,-6246.530264202388,-6229.878214583185,-6280.236694840992,-125799.73051544793,-147005.88101218714,-125152.04401636649,-146306.96431481413
-6193.020187976384,-6239.288298998868,-6224.7820168473745,-6276.571008750321,-125798.05413461378,-147005.12105287565,-125153.27336231153,-146309.40065495975
-6198.7198828124865,-6243.870406612206,-6228.782979104874,-6280.013177396439,-125801.36219279317,-147008.11618663266,-125155.77675769053,-146311.47936719412
-6208.375836417179,-6250.486522970978,-6233.163921018115,-6283.0083111534495,-125802.83740792722,-147008.56322152176,-125154.21213557865,-146308.5959921594
-6202.832603792263,-6245.546787446355,-6228.581813404777,-6278.627369240209,-125799.01525962536,-147004.94223892002,-125150.79231867699,-146305.46674793563
-6191.455565864511,-6237.366048975712,-6222.748008101941,-6274.425241282612,-125796.93654739101,-147003.86935518615,-125151.77579543303,-146307.72427412562
-6193.444871121034,-6239.087133298771,-6224.42438893609,-6276.012215138939,-125798.76939043634,-147005.7021982315,-125153.541583245,-146309.2888962375
-6204.196060204036,-6246.66437466912,-6229.677048883087,-6279.789659951885,-125800.8928061596,-147006.77508196534,-125152.66986521124,-146307.12077702532
-6202.4749758809785,-6244.675069412598,-6227.508929670922,-6277.465078528533,-125798.61292822516,-147004.42814879754,-125150.07706285443,-146304.46091943514
-6188.773356529875,-6234.147397774148,-6219.328191200279,-6270.692499958575,-125794.16493107856,-147000.8071661958,-125148.60184772038,-146304.2821054795
-6188.281618151858,-6234.169749518604,-6219.9093365561175,-6271.541866247877,-125795.86366365716,-147002.72941621894,-125150.92642914373,-146306.9419630697
-6200.977409002472,-6243.669240912109,-6227.218356993003,-6277.353319806257,-125800.22225382594,-147006.17158486505,-125152.44634776669,-146306.9419630697
-6202.497327625433,-6244.071572312305,-6226.8383773372625,-6276.4368982835895,-125798.85879741417,-147004.47285228645,-125149.94295238769,-146304.0362362905
-6188.303969896313,-6233.007458806927,-6217.987086532961,-6268.9267121466055,-125793.2932130448,-146999.77898595083,-125147.12663258633,-146302.56102115643
-6187.119327440182,-6233.208624507025,-6219.305839455824,-6270.871313914217,-125796.48951250191,-147003.42232029705,-125151.82049892194,-146307.8360328479
-6197.669350823087,-6240.987031577472,-6225.050237780838,-6275.341662805279,-125799.73051544793,-147005.88101218714,-125152.46869951114,-146307.27723923652
-6202.586734603255,-6244.004517078939,-6226.748970359442,-6276.101622116759,-125799.61875672564,-147005.32221857575,-125150.61350472135,-146304.57267815742
-6191.634379820154,-6235.689668141565,-6220.289316211858,-6270.871313914217,-125796.06482935726,-147002.43884354102,-125149.3394552874,-146304.4385676907
-6185.018263461383,-6231.129912272681,-6217.249478965936,-6269.0384708688825,-125795.86366365716,-147002.86352668566,-125151.10524309937,-146307.16548051423
-6195.009493232906,-6238.863615854218,-6223.418560435601,-6274.045261626871,-125799.95403289248,-147006.32804707624,-125153.1392518448,-146308.17130901472
-6203.8831357816625,-6245.345621746257,-6228.045371537849,-6277.465078528533,-125802.25626257138,-147007.8479656992,-125153.16160358925,-146307.21018400314
-6195.814156033297,-6239.243595509958,-6223.3738569466905,-6273.665281971131,-125799.73051544793,-147006.01512265386,-125152.51340300005,-146307.3442944699
-6187.253437906914,-6233.275679740391,-6219.4399499225565,-6271.027776125405,-125799.01525962536,-147006.12688137614,-125154.25683906757,-146310.25002124906
-6194.204830432514,-6238.550691431844,-6223.597374391244,-6274.447593027066,-125801.96568989346,-147008.58557326623,-125155.82146117944,-146311.09938753836
-6204.665446837598,-6246.105581057737,-6229.095903527249,-6278.582665751299,-125804.60319573918,-147010.39606456712,-125155.77675769053,-146309.7359311266
-6197.758757800908,-6240.3388309882685,-6224.245574980447,-6274.33583430479,-125801.13867534861,-147007.28917208783,-125153.45217626718,-146307.92543982572
-6185.375891372668,-6231.040505294861,-6217.204775477026,-6268.636139468687,-125797.65180321358,-147004.696369731,-125152.75927218907,-146308.6406956483
-6191.343807142235,-6236.024944308394,-6221.809234834819,-6272.637101726187,-125801.78687593782,-147008.51851803286,-125156.17908909073,-146311.6358294053
-6203.212583448003,-6244.652717668142,-6228.179482004582,-6277.509782017444,-125805.02787888383,-147010.86545120066,-125156.51436525755,-146310.65235264925
-6201.89383052514,-6243.870406612206,-6227.486577926466,-6277.129802361704,-125805.02787888383,-147010.93250643404,-125156.7378827021,-146310.9876288161
-6191.522621097877,-6236.784903619874,-6222.7256563574865,-6273.888799415684,-125804.02205038334,-147010.97720992294,-125158.68248446973,-146314.42979746222
-6189.868592008185,-6235.019115807905,-6221.116330756704,-6272.190066837081,-125802.74800094939,-147009.74786397791,-125157.49784201359,-146313.20045151716
-6200.239801435448,-6242.216377522514,-6225.989011047961,-6275.609883738743,-125804.58084399473,-147010.41841631156,-125156.38025479083,-146310.69705613816
-6200.485670624455,-6241.925804844595,-6225.385513947668,-6274.715813960531,-125803.66442247207,-147009.5019947889,-125154.99444663459,-146309.0877305374
-6187.991045473939,-6232.582775662277,-6218.322362699791,-6269.060822613338,-125800.13284684812,-147006.9985994099,-125154.48035651213,-146309.9818003156
-6184.817097761285,-6230.146435516648,-6216.6236301211875,-6267.697366201564,-125799.70816370347,-147006.81978545425,-125154.92739140123,-146310.786463116
-6195.255362421914,-6237.56721467581,-6221.853938323729,-6271.675976714609,-125802.23391082692,-147008.42911105504,-125154.61446697885,-146309.17713751522
-6197.356426400713,-6238.505987942933,-6221.831586579274,-6270.983072636494,-125801.07162011524,-147006.77508196534,-125152.15577508877,-146306.15965201374
-6186.672292551076,-6230.5934704057545,-6215.930726043073,-6266.490372000978,-125798.63527996962,-147005.21045985346,-125152.26753381104,-146307.52310842552
-6183.140716927138,-6228.581813404777,-6215.0366562648605,-6266.378613278701,-125799.75286719238,-147006.97624766544,-125155.10620535687,-146310.9876288161
-6193.5566298433105,-6236.337868730769,-6220.915165056606,-6270.983072636494,-125803.15033234959,-147009.47964304444,-125156.0896821129,-146310.87587009382
-6200.016283990894,-6240.763514132919,-6223.910298813617,-6273.039433126382,-125804.2455678279,-147009.92667793354,-125155.30737105697,-146309.17713751522
-6191.299103653325,-6234.393266963157,-6219.238784222458,-6269.619616224721,-125802.41272478257,-147008.8984976886,-125155.66499896825,-146310.60764916035
-6183.36423437169,-6228.738275615964,-6215.32722894278,-6266.736241189986,-125801.29513755979,-147008.40675931057,-125156.64847572429,-146312.61930616133
-6191.187344931048,-6234.393266963157,-6219.574060389288,-6269.887837158184,-125803.6420707276,-147010.1501953781,-125157.00610363558,-146312.1946230167
-6199.32337991278,-6239.914147843618,-6223.239746479959,-6272.368880792723,-125804.82671318373,-147010.5525267783,-125155.73205420162,-146309.7359311266
-6190.807365275307,-6233.18627276257,-6217.8529760662295,-6267.898531901662,-125801.47395151544,-147007.69150348802,-125154.01096987855,-146308.77480611502
-6180.592618059232,-6225.698438370042,-6212.4662056525,-6263.830514410796,-125799.37288753664,-147006.50686103187,-125154.61446697885,-146310.45118694915
-6186.337016384246,-6230.079380283282,-6215.774263831886,-6266.445668512067,-125801.56335849327,-147008.33970407723,-125155.70970245716,-146310.7417596271
-6196.104728711215,-6236.919014086606,-6220.42342667859,-6269.6866714580865,-125803.32914630523,-147009.23377385543,-125154.68152221222,-146308.50658518155
-6191.857897264707,-6233.745066373953,-6218.009438277417,-6267.719717946019,-125802.09980036019,-147008.29500058832,-125154.23448732312,-146308.61834390383
-6181.017301203883,-6226.011362792417,-6212.645019608142,-6263.76345917743,-125800.26695731486,-147007.49033778792,-125155.32972280143,-146311.032332305
-6182.6936820380315,-6226.905432570628,-6213.069702752794,-6263.897569644162,-125800.44577127049,-147007.55739302127,-125155.06150186795,-146310.4958904381
-6192.036711220349,-6232.985107062472,-6216.869499310195,-6266.132744089693,-125801.25043407088,-147007.24446859892,-125152.82632742243,-146306.80785260294
-6189.443908863534,-6230.682877383576,-6214.500214397934,-6263.986976621983,-125799.35053579218,-147005.36692206466,-125150.92642914373,-146305.042064791
-6179.609141303199,-6224.178519747081,-6210.3427899292465,-6261.304767287346,-125798.79174218081,-147005.83630869823,-125153.49687975609,-146308.99832355956
-6182.067833193283,-6226.771322103897,-6213.270868452892,-6264.210494066536,-125802.18920733801,-147009.34553257772,-125157.1849175912,-146312.75341662805
-6192.550801342822,-6233.94623207405,-6218.210603977514,-6267.675014457109,-125804.17851259453,-147010.23960235593,-125156.06733036845,-146310.25002124906
-6191.902600753618,-6232.7615896179195,-6216.444816165545,-6265.618653967221,-125801.89863466009,-147007.75855872137,-125153.00514137807,-146306.96431481413
-6179.832658747752,-6223.6644296246095,-6209.739292828953,-6260.410697509134,-125798.72468694743,-147005.5457360203,-125152.78162393352,-146307.9924950591
-6178.424498847067,-6223.195042991048,-6210.029865506872,-6261.193008565069,-125800.44577127049,-147007.53504127683,-125155.59794373489,-146311.21114626064
-6188.773356529875,-6230.705229128031,-6215.32722894278,-6265.104563844749,-125802.94916664949,-147009.12201513315,-125155.46383326815,-146309.7806346155
-6193.601333332221,-6234.102694285238,-6217.674162110587,-6266.736241189986,-125803.91029166107,-147009.68080874454,-125154.97209489014,-146308.7971578595
-6181.419632604079,-6224.714961614009,-6210.320438184791,-6260.723621931508,-125799.61875672564,-147006.28334358733,-125153.27336231153,-146308.283067737
-6176.211676145992,-6221.205737734525,-6208.152318972626,-6259.337813775279,-125799.66346021456,-147006.90919243207,-125155.01679837905,-146310.85351834935
-6186.851106506719,-6229.319420971802,-6214.500214397934,-6264.434011511089,-125803.68677421652,-147010.06078840027,-125156.64847572429,-146311.32290498292
-6192.37198738718,-6232.7615896179195,-6216.444816165545,-6265.216322567025,-125803.4409050275,-147009.18907036653,-125154.34624604539,-146308.01484680353
-6185.018263461383,-6227.75479885993,-6213.159109730615,-6262.9364446325835,-125802.56918699374,-147009.14436687762,-125155.66499896825,-146310.31707648243
-6178.4692023359785,-6223.6644296246095,-6210.700417840531,-6261.7070986875415,-125803.08327711622,-147010.37371282265,-125158.45896702516,-146314.16157652874
-6185.711167539498,-6228.894737827151,-6214.500214397934,-6264.612825466732,-125805.2960998173,-147011.91598319006,-125158.95070540319,-146313.80394861745
-6194.517754854889,-6234.974412318995,-6218.61293537771,-6267.496200501466,-125806.7936666958,-147012.63123901264,-125157.90017341379,-146311.5911259164
-6187.991045473939,-6230.1240837721925,-6214.924897542584,-6264.568121977821,-125804.93847190602,-147011.17837562304,-125157.49784201359,-146311.81464336094
-6177.8210017467745,-6222.859766824218,-6209.783996317863,-6260.8800841426955,-125803.15033234959,-147010.26195410037,-125158.3919117918,-146314.02746606202
-6182.894847738129,-6226.681915126075,-6212.6897230970535,-6263.204665566047,-125805.20669283948,-147011.93833493453,-125159.42009203674,-146314.45214920666
-6191.477917608967,-6232.202796006536,-6216.042484765349,-6265.126915589204,-125805.60902423967,-147011.37954132314,-125156.8943449133,-146310.65235264925
-6184.437118105545,-6225.989011047961,-6210.3427899292465,-6259.851903897751,-125800.95986139297,-147007.13270987663,-125152.9380861447,-146307.05372179195
-6174.512943567389,-6219.216432478003,-6205.805385804819,-6256.789714907374,-125800.19990208148,-147007.24446859892,-125155.08385361242,-146310.5852974159
-6177.5080773244,-6221.809234834819,-6208.197022461537,-6258.980185863994,-125802.36802129365,-147009.47964304444,-125157.05080712448,-146312.30638173895
-6188.214562918492,-6229.297069227347,-6213.472034152989,-6262.847037654762,-125804.4914370169,-147010.70898898947,-125156.22379257964,-146310.1382625268
-6187.7451762849305,-6228.782979104874,-6212.823833563785,-6262.28824404338,-125804.11145736117,-147010.23960235593,-125155.6426472238,-146309.60182065985
-6175.138792412137,-6219.305839455824,-6205.693627082543,-6256.722659674008,-125800.78104743733,-147007.78091046584,-125155.26266756805,-146310.540593927
-6175.049385434317,-6219.507005155922,-6206.23006894947,-6257.348508518757,-125802.12215210464,-147009.25612559987,-125157.16256584675,-146312.6416579058
-6186.538182084344,-6227.8889093266625,-6212.42150216359,-6261.9976713654605,-125805.2960998173,-147011.37954132314,-125157.3860832913,-146311.5911259164
-6188.281618151858,-6228.827682593785,-6212.6897230970535,-6261.796505665363,-125804.80436143928,-147010.70898898947,-125155.95557164618,-146309.8923933378
-6176.099917423716,-6219.7305226004755,-6205.89479278264,-6256.387383507179,-125801.47395151544,-147008.36205582166,-125155.41912977924,-146310.6300009048
-6173.015376688883,-6217.7412173439525,-6204.888964282151,-6255.850941640251,-125802.16685559355,-147009.41258781106,-125157.3413798024,-146312.9322305837
-6185.040615205839,-6226.771322103897,-6211.9297637855725,-6261.640043454176,-125806.54779750679,-147012.92181169055,-125159.17422284774,-146313.44632070616
-6188.9745222299725,-6229.118255271704,-6213.114406241704,-6262.087078343282,-125806.21252133997,-147012.0500936568,-125157.27432456904,-146310.89822183826
-6178.625664547166,-6221.56336564581,-6207.437063150056,-6257.61672945222,-125803.61971898314,-147010.23960235593,-125157.11786235785,-146311.90405033875
-6172.635397033143,-6217.517699899399,-6204.866612537696,-6255.873293384707,-125803.48560851642,-147010.73134073394,-125158.81659493645,-146314.45214920666
-6179.475030836467,-6221.742179601452,-6207.459414894512,-6257.303805029846,-125803.86558817215,-147010.39606456712,-125157.05080712448,-146311.54642242746
-6183.833621005252,-6223.820891835796,-6207.906449783618,-6256.633252696187,-125802.03274512682,-147007.87031744365,-125153.00514137807,-146306.5396316695
-6174.803516245308,-6217.070665010294,-6202.586734603255,-6252.319366016312,-125799.21642532546,-147005.72454997594,-125152.0887198554,-146306.56198341394
-6167.382737086146,-6212.220336463492,-6199.613952590698,-6250.642985182165,-125799.41759102556,-147006.77508196534,-125154.77092919004,-146310.31707648243
-6174.669405778576,-6217.718865599498,-6203.816080548297,-6254.062802083827,-125802.05509687128,-147008.96555292196,-125155.93321990172,-146310.69705613816
-6181.732557026453,-6221.9656970460055,-6206.006551504916,-6254.8898166286735,-125801.60806198217,-147007.55739302127,-125152.75927218907,-146306.2937624805
-6174.512943567389,-6216.198946976537,-6201.312685169302,-6250.799447393352,-125798.65763171407,-147005.0539976423,-125150.97113263264,-146305.10912002434
-6165.236969618437,-6209.806348062319,-6197.021150233883,-6248.0278310808935,-125797.96472763596,-147005.34457032022,-125153.07219661144,-146308.57364041492
-6171.942492955029,-6215.304877198324,-6201.804423547319,-6252.364069505224,-125802.1445038491,-147009.07731164424,-125156.35790304637,-146311.32290498292
-6183.31953088278,-6223.597374391244,-6207.951153272528,-6256.9461771185615,-125805.20669283948,-147011.26778260086,-125156.46966176864,-146310.02650380452
-6178.335091869247,-6219.283487711369,-6204.017246248394,-6253.302842772347,-125802.12215210464,-147008.36205582166,-125153.80980417847,-146307.72427412562
-6166.26514986338,-6210.409845162612,-6197.445833378534,-6248.251348525447,-125799.19407358099,-147006.46215754296,-125153.87685941183,-146309.31124798194
-6169.059117920294,-6212.823833563785,-6199.904525268617,-6250.575929948799,-125801.69746895999,-147009.03260815534,-125156.38025479083,-146311.65818114975
-6178.156277913604,-6218.769397588897,-6203.570211359288,-6252.699345672053,-125802.36802129365,-147008.69733198851,-125154.16743208974,-146307.8807363368
-6175.921103468073,-6216.444816165545,-6201.022112491383,-6250.017136337417,-125799.73051544793,-147005.85866044267,-125151.2393535661,-146304.86325083533
-6163.627644017654,-6207.392359661146,-6194.249533921425,-6244.786828134875,-125796.57891947973,-147003.71289297496,-125151.08289135492,-146306.00318980255
-6164.164085884582,-6208.398188161635,-6195.74710079993,-6246.574967691299,-125799.10466660318,-147006.43980579852,-125154.30154255648,-146309.46771019313
-6176.010510445894,-6217.271830710391,-6202.385568903157,-6251.648813682654,-125802.83740792722,-147009.27847734434,-125155.17326059024,-146309.1324340263
-6176.703414524009,-6217.070665010294,-6201.335036913757,-6250.017136337417,-125800.75869569287,-147006.88684068763,-125151.95460938867,-146305.5785066579
-6165.192266129526,-6208.4652433950005,-6194.920086255084,-6245.055049068338,-125797.78591368032,-147004.8975354311,-125151.61933322184,-146306.65139039175
-6162.308891094791,-6206.833566049763,-6194.405996132612,-6245.323270001802,-125799.23877706991,-147006.68567498753,-125154.52506000103,-146309.9818003156
-6173.752984255909,-6215.438987665056,-6200.977409002472,-6250.642985182165,-125803.35149804968,-147009.81491921126,-125156.15673734627,-146310.40648346025
-6180.3467488702245,-6220.334019700768,-6204.486632881955,-6253.258139283435,-125805.0949341172,-147011.04426515632,-125156.02262687954,-146309.6465241488
-6168.6120830311875,-6211.259211451914,-6197.155260700615,-6247.178464791592,-125800.78104743733,-147007.55739302127,-125154.03332162302,-146308.70775088164
-6158.3973358151125,-6203.257286936914,-6190.717958297487,-6241.657583911131,-125796.86949215764,-147004.42814879754,-125152.26753381104,-146307.8360328479
-6169.349690598213,-6211.795653318841,-6197.6022955897215,-6247.401982236145,-125801.80922768227,-147008.67498024405,-125155.10620535687,-146309.6465241488
-6176.703414524009,-6216.6236301211875,-6200.75389155792,-6249.368935748213,-125802.5915387382,-147008.60792501067,-125153.541583245,-146307.05372179195
-6168.388565586635,-6210.298086440335,-6195.992969988939,-6245.367973490712,-125799.79757068129,-147006.46215754296,-125152.5357547445,-146306.9419630697
-6160.610158516188,-6205.313647426802,-6192.953132743017,-6243.557482189833,-125799.88697765912,-147007.35622732117,-125155.21796407914,-146310.65235264925
-6166.108687652193,-6209.068740495293,-6195.65769382211,-6245.6808979130865,-125801.38454453762,-147008.36205582166,-125155.26266756805,-146309.95944857114
-6176.166972657082,-6216.310705698813,-6200.865650280196,-6249.480694470489,-125803.68677421652,-147009.85962270017,-125154.81563267895,-146308.283067737
-6170.623740032165,-6211.974467274484,-6197.423481634079,-6246.6196711802095,-125801.58571023772,-147008.29500058832,-125153.80980417847,-146307.9477915702
-6159.067888148772,-6203.458452637012,-6191.075586208772,-6241.702287400042,-125798.88114915862,-147006.39510230962,-125153.94391464519,-146309.42300670422
-6163.8511614622075,-6207.32530442778,-6194.27188566588,-6244.5633106903215,-125801.67511721553,-147008.92084943305,-125156.06733036845,-146311.1440910273
-6175.921103468073,-6216.221298720992,-6200.75389155792,-6249.592453192766,-125805.20669283948,-147011.37954132314,-125156.55906874646,-146310.31707648243
-6173.618873789176,-6214.455510909022,-6199.345731657235,-6248.228996780992,-125804.26791957235,-147010.53017503384,-125155.8885164128,-146309.82533810442
-6159.783143971342,-6203.7713770593855,-6191.0308827198605,-6241.456418211033,-125799.64110847011,-147006.953895921,-125154.32389430093,-146309.7359311266
-6161.236007360936,-6205.134833471159,-6192.41669087609,-6242.909281600629,-125801.40689628207,-147008.78673896633,-125156.11203385735,-146311.56877417193
-6171.137830154637,-6211.9297637855725,-6196.954095000518,-6245.9714705910055,-125802.81505618276,-147009.18907036653,-125154.6368187233,-146308.55128867045
-6170.288463865336,-6210.6333626071655,-6195.367121144191,-6244.049220567849,-125800.91515790406,-147007.11035813217,-125152.17812683323,-146305.91378282473
-6158.710260237487,-6202.27381018088,-6189.332150141257,-6239.4000577211455,-125798.43411426952,-147005.56808776475,-125152.58045823342,-146307.70192238115
-6157.525617781355,-6201.782071802863,-6189.466260607989,-6239.958851332528,-125799.88697765912,-147007.31152383226,-125154.90503965678,-146310.20531776015
-6170.623740032165,-6211.885060296662,-6197.378778145168,-6246.463208969022,-125804.98317539493,-147011.53600353433,-125157.20726933567,-146311.1887945162
-6173.1271354111595,-6213.248516708436,-6197.736406056453,-6246.28439501338,-125804.15616085008,-147010.23960235593,-125155.19561233469,-146308.61834390383
-6163.001795172906,-6206.073606738282,-6192.550801342822,-6242.529301944888,-125802.25626257138,-147009.3008290888,-125156.06733036845,-146310.69705613816
-6157.212693358982,-6201.692664825042,-6189.5109640969,-6240.115313543715,-125801.27278581534,-147008.80909071077,-125156.55906874646,-146311.92640208322
-6166.533370796844,-6208.286429439358,-6194.338940899246,-6243.602185678743,-125803.46325677197,-147010.26195410037,-125156.35790304637,-146310.540593927
-6172.277769121858,-6212.108577741215,-6196.641170578143,-6245.099752557248,-125803.88793991662,-147010.03843665583,-125154.8379844234,-146308.2383642481
-6160.431344560546,-6202.810252047808,-6188.996873974428,-6238.61774666521,-125798.99290788091,-147005.92571567604,-125152.0887198554,-146306.65139039175
-6153.569359012766,-6198.071682223283,-6186.001740217417,-6236.606089664232,-125798.67998345853,-147006.39510230962,-125153.94391464519,-146309.42300670422
-6162.21948411697,-6204.5313363708665,-6191.075586208772,-6240.584700177276,-125801.92098640454,-147008.80909071077,-125155.17326059024,-146309.6912276377
-6169.394394087123,-6209.225202706481,-6193.869554265685,-6242.28343275588,-125802.25626257138,-147008.36205582166,-125153.22865882263,-146306.51727992503
-6161.817152716774,-6203.413749148101,-6189.287446652347,-6238.707153643031,-125799.79757068129,-147006.39510230962,-125152.37929253333,-146306.4949281806
-6150.954204911495,-6195.210658933003,-6183.140716927138,-6233.812121607319,-125796.86949215764,-147004.38344530863,-125152.0887198554,-146307.50075668105
-6155.826885202752,-6198.585772345755,-6185.644112306132,-6235.600261163743,-125798.12118984714,-147005.32221857575,-125152.15577508877,-146306.91961132523
-6163.5605887842885,-6203.436100892556,-6188.281618151858,-6236.941365831061,-125797.87532065813,-147004.18227960853,-125149.07123435393,-146302.60572464534
-6158.754963726397,-6199.681007824065,-6185.152373928115,-6234.259156496425,-125796.13188459062,-147002.5953057522,-125148.08775759791,-146302.11398626733
-6148.160236854582,-6192.193173431537,-6180.011472703394,-6230.526415172389,-125794.52255898983,-147001.9024016741,-125149.40651052077,-146304.796195602
-6151.825922945252,-6195.322417655279,-6182.6936820380315,-6232.873348340196,-125796.75773343537,-147004.0481691418,-125151.21700182164,-146306.22670724711
-6161.995966672417,-6202.296161925336,-6187.275789651369,-6236.024944308394,-125798.30000380278,-147004.74107321992,-125149.87589715433,-146303.4774426791
-6160.40899281609,-6200.865650280196,-6185.8676297506845,-6234.840301852263,-125797.40593402457,-147003.86935518615,-125149.00417912057,-146302.6951316232
-6147.422629287556,-6191.120289697682,-6178.625664547166,-6229.0064965494275,-125793.7402479339,-147001.27655282934,-125148.44538550919,-146303.45509093464
-6146.573262998255,-6190.449737364022,-6178.178629658059,-6228.671220382598,-125793.87435840063,-147001.47771852944,-125148.82536516493,-146303.92447756822
-6158.285577092836,-6198.94340025704,-6184.392414616635,-6233.387438462668,-125797.0930096022,-147003.71289297496,-125149.07123435393,-146302.71748336763
-6161.7948009723195,-6201.737368313953,-6186.8064030178075,-6235.443798952556,-125798.94820439199,-147005.36692206466,-125150.1888215767,-146303.72331186812
